"id","nama_desa","kecamatan_id"
"18001","LUBUK DENDAN","1246"
"18002","LUBUK DURIAN","1300"
"18003","LUBUK EMPELAS","1242"
"18004","LUBUK GELANGGANG","1273"
"18005","LUBUK HARA","1294"
"18006","LUBUK HARJO","1331"
"18007","LUBUK HARJO","1303"
"18008","LUBUK KARET","1354"
"18009","LUBUK KELIAT","1352"
"18010","LUBUK KELUMPANG","1420"
"18011","LUBUK KEMANG","1423"
"18012","LUBUK KEMILING","1340"
"18013","LUBUK KEPAYANG","1400"
"18014","LUBUK KETEPENG","1232"
"18015","LUBUK KUMBANG / KUMBUNG","1356"
"18016","LUBUK KUPANG","1234"
"18017","LUBUK KUTA","1279"
"18018","LUBUK LANCANG","1249"
"18019","LUBUK LAYANG ILIR","1279"
"18020","LUBUK LAYANG ULU","1279"
"18021","LUBUK LAYANG","1290"
"18022","LUBUK LEBAN","1296"
"18023","LUBUK LIKU","1367"
"18024","LUBUK LINGGAU ILIR","1299"
"18025","LUBUK LINGGAU ULU","1299"
"18026","LUBUK LUNGKANG","1317"
"18027","LUBUK MABAR","1329"
"18028","LUBUK MAKMUR","1425"
"18029","LUBUK MAS","1423"
"18030","LUBUK MUDA","1341"
"18031","LUBUK MUMPO","1310"
"18032","LUBUK NAMBULAN","1279"
"18033","LUBUK NGIN BARU","1325"
"18034","LUBUK NGIN","1325"
"18035","LUBUK NIPIS","1332"
"18036","LUBUK PANDAN","1261"
"18037","LUBUK PAUH","1306"
"18038","LUBUK PEDARO / PEDARU","1398"
"18039","LUBUK PUDING BARU","1236"
"18040","LUBUK PUDING LAMA","1236"
"18041","LUBUK RAMAN","1227"
"18042","LUBUK RENGAS","1422"
"18043","LUBUK RUKAM","1413"
"18044","LUBUK RUKAM","1340"
"18045","LUBUK RUMBAI BARU","1323"
"18046","LUBUK RUMBAI","1323"
"18047","LUBUK RUMBAI","1225"
"18048","LUBUK SAKTI","1404"
"18049","LUBUK SAUNG","1396"
"18050","LUBUK SAUNG / SAWUNG","1271"
"18051","LUBUK SEBERUK","1425"
"18052","LUBUK SEGONANG","1413"
"18053","LUBUK SEKETI","1278"
"18054","LUBUK SELO","1427"
"18055","LUBUK SEPANG","1290"
"18056","LUBUK SEPANG","1409"
"18057","LUBUK TABUN","1345"
"18058","LUBUK TAMPANG","1279"
"18059","LUBUK TAMPUI","1416"
"18060","LUBUK TANJUNG","1300"
"18061","LUBUK TANJUNG","1324"
"18062","LUBUK TAPANG","1282"
"18063","LUBUK TUA","1341"
"18064","LUBUK TUBA","1329"
"18065","LUBUK TUNGGAL","1346"
"18066","LUBUK TUPAK","1348"
"18067","LUBUK ULAK","1324"
"18068","LUMPATAN DUA (2)","1285"
"18069","LUMPATAN","1285"
"18070","LUNAS JAYA","1366"
"18071","LUNGGAIAN","1251"
